relative_path,label
train/normal/normal_0128.png,0
train/normal/normal_0129.png,0
train/normal/normal_0130.png,0
train/normal/normal_0132.png,0
train/normal/normal_0134.png,0
train/normal/normal_0135.png,0
train/normal/normal_0136.png,0
train/normal/normal_0137.png,0
train/normal/normal_0138.png,0
train/normal/normal_0139.png,0
train/normal/normal_0140.png,0
train/normal/normal_0141.png,0
train/normal/normal_0142.png,0
train/normal/normal_0144.png,0
train/normal/normal_0145.png,0
train/normal/normal_0146.png,0
train/normal/normal_0147.png,0
train/normal/normal_0148.png,0
train/normal/normal_0149.png,0
train/normal/normal_0151.png,0
train/normal/normal_0153.png,0
train/normal/normal_0154.png,0
train/normal/normal_0155.png,0
train/normal/normal_0156.png,0
train/normal/normal_0157.png,0
train/normal/normal_0158.png,0
train/normal/normal_0159.png,0
train/normal/normal_0160.png,0
train/normal/normal_0161.png,0
train/normal/normal_0163.png,0
train/normal/normal_0166.png,0
train/normal/normal_0167.png,0
train/normal/normal_0168.png,0
train/normal/normal_0169.png,0
train/normal/normal_0170.png,0
train/normal/normal_0173.png,0
train/normal/normal_0174.png,0
train/normal/normal_0175.png,0
train/normal/normal_0176.png,0
train/normal/normal_0177.png,0
train/normal/normal_0178.png,0
train/normal/normal_0179.png,0
train/normal/normal_0180.png,0
train/normal/normal_0181.png,0
train/normal/normal_0182.png,0
train/normal/normal_0183.png,0
train/normal/normal_0185.png,0
train/normal/normal_0187.png,0
train/normal/normal_0188.png,0
train/normal/normal_0189.png,0
train/normal/normal_0190.png,0
train/normal/normal_0191.png,0
train/normal/normal_0192.png,0
train/normal/normal_0193.png,0
train/normal/normal_0194.png,0
train/normal/normal_0195.png,0
train/normal/normal_0196.png,0
train/normal/normal_0197.png,0
train/normal/normal_0199.png,0
train/normal/normal_0201.png,0
train/normal/normal_0202.png,0
train/normal/normal_0203.png,0
train/normal/normal_0205.png,0
train/normal/normal_0206.png,0
train/normal/normal_0207.png,0
train/normal/normal_0211.png,0
train/normal/normal_0212.png,0
train/normal/normal_0213.png,0
train/normal/normal_0215.png,0
train/normal/normal_0218.png,0
train/normal/normal_0220.png,0
train/normal/normal_0221.png,0
train/normal/normal_0222.png,0
train/normal/normal_0223.png,0
train/normal/normal_0226.png,0
train/normal/normal_0229.png,0
train/normal/normal_0230.png,0
train/normal/normal_0231.png,0
train/normal/normal_0232.png,0
train/normal/normal_0237.png,0
train/cavity/cavity_0000.png,1
train/cavity/cavity_0001.png,1
train/cavity/cavity_0002.png,1
train/cavity/cavity_0003.png,1
train/cavity/cavity_0004.png,1
train/cavity/cavity_0005.png,1
train/cavity/cavity_0007.png,1
train/cavity/cavity_0008.png,1
train/cavity/cavity_0009.png,1
train/cavity/cavity_0010.png,1
train/cavity/cavity_0012.png,1
train/cavity/cavity_0013.png,1
train/cavity/cavity_0014.png,1
train/cavity/cavity_0015.png,1
train/cavity/cavity_0016.png,1
train/cavity/cavity_0017.png,1
train/cavity/cavity_0018.png,1
train/cavity/cavity_0019.png,1
train/cavity/cavity_0020.png,1
train/cavity/cavity_0021.png,1
train/cavity/cavity_0023.png,1
train/cavity/cavity_0024.png,1
train/cavity/cavity_0027.png,1
train/cavity/cavity_0030.png,1
train/cavity/cavity_0032.png,1
train/cavity/cavity_0033.png,1
train/cavity/cavity_0036.png,1
train/cavity/cavity_0038.png,1
train/cavity/cavity_0041.png,1
train/cavity/cavity_0042.png,1
train/cavity/cavity_0043.png,1
train/cavity/cavity_0044.png,1
train/cavity/cavity_0045.png,1
train/cavity/cavity_0047.png,1
train/cavity/cavity_0048.png,1
train/cavity/cavity_0049.png,1
train/cavity/cavity_0050.png,1
train/cavity/cavity_0052.png,1
train/cavity/cavity_0054.png,1
train/cavity/cavity_0055.png,1
train/cavity/cavity_0056.png,1
train/cavity/cavity_0057.png,1
train/cavity/cavity_0058.png,1
train/cavity/cavity_0059.png,1
train/cavity/cavity_0061.png,1
train/cavity/cavity_0062.png,1
train/cavity/cavity_0063.png,1
train/cavity/cavity_0064.png,1
train/cavity/cavity_0067.png,1
train/cavity/cavity_0068.png,1
train/cavity/cavity_0069.png,1
train/cavity/cavity_0070.png,1
train/cavity/cavity_0073.png,1
train/cavity/cavity_0074.png,1
train/cavity/cavity_0075.png,1
train/cavity/cavity_0076.png,1
train/cavity/cavity_0078.png,1
train/cavity/cavity_0079.png,1
train/cavity/cavity_0083.png,1
train/cavity/cavity_0084.png,1
train/cavity/cavity_0086.png,1
train/cavity/cavity_0087.png,1
train/cavity/cavity_0088.png,1
train/cavity/cavity_0089.png,1
train/cavity/cavity_0091.png,1
train/cavity/cavity_0094.png,1
train/cavity/cavity_0095.png,1
train/cavity/cavity_0096.png,1
train/cavity/cavity_0098.png,1
train/cavity/cavity_0100.png,1
train/cavity/cavity_0101.png,1
train/cavity/cavity_0104.png,1
train/cavity/cavity_0105.png,1
train/cavity/cavity_0106.png,1
train/cavity/cavity_0107.png,1
train/cavity/cavity_0108.png,1
train/cavity/cavity_0109.png,1
train/cavity/cavity_0110.png,1
train/cavity/cavity_0111.png,1
train/cavity/cavity_0112.png,1
train/cavity/cavity_0114.png,1
train/cavity/cavity_0118.png,1
train/cavity/cavity_0119.png,1
train/cavity/cavity_0122.png,1
train/cavity/cavity_0123.png,1
train/cavity/cavity_0124.png,1
train/cavity/cavity_0125.png,1
train/cavity/cavity_0126.png,1
train/cavity/cavity_0127.png,1
train/cavity/cavity_0132.png,1
train/cavity/cavity_0133.png,1
train/cavity/cavity_0134.png,1
train/cavity/cavity_0136.png,1
train/cavity/cavity_0137.png,1
train/cavity/cavity_0138.png,1
train/cavity/cavity_0139.png,1
train/cavity/cavity_0142.png,1
train/cavity/cavity_0143.png,1
train/cavity/cavity_0145.png,1
train/cavity/cavity_0146.png,1
train/cavity/cavity_0147.png,1
train/cavity/cavity_0148.png,1
train/cavity/cavity_0149.png,1
train/cavity/cavity_0150.png,1
train/cavity/cavity_0151.png,1
train/cavity/cavity_0152.png,1
train/cavity/cavity_0155.png,1
train/cavity/cavity_0156.png,1
train/cavity/cavity_0157.png,1
train/cavity/cavity_0158.png,1
train/cavity/cavity_0160.png,1
train/cavity/cavity_0161.png,1
train/cavity/cavity_0163.png,1
train/cavity/cavity_0164.png,1
train/cavity/cavity_0167.png,1
train/cavity/cavity_0168.png,1
train/cavity/cavity_0169.png,1
train/cavity/cavity_0170.png,1
train/cavity/cavity_0171.png,1
train/cavity/cavity_0172.png,1
train/cavity/cavity_0173.png,1
train/cavity/cavity_0174.png,1
train/cavity/cavity_0175.png,1
train/cavity/cavity_0176.png,1
train/cavity/cavity_0178.png,1
train/cavity/cavity_0181.png,1
train/cavity/cavity_0182.png,1
train/cavity/cavity_0185.png,1
train/cavity/cavity_0186.png,1
train/cavity/cavity_0187.png,1
train/cavity/cavity_0188.png,1
train/cavity/cavity_0191.png,1
train/cavity/cavity_0192.png,1
train/cavity/cavity_0193.png,1
train/cavity/cavity_0195.png,1
train/cavity/cavity_0196.png,1
train/cavity/cavity_0198.png,1
train/cavity/cavity_0199.png,1
train/cavity/cavity_0201.png,1
train/cavity/cavity_0203.png,1
train/cavity/cavity_0204.png,1
train/cavity/cavity_0205.png,1
train/cavity/cavity_0206.png,1
train/cavity/cavity_0207.png,1
train/cavity/cavity_0208.png,1
train/cavity/cavity_0209.png,1
train/cavity/cavity_0210.png,1
train/cavity/cavity_0211.png,1
train/cavity/cavity_0213.png,1
train/cavity/cavity_0214.png,1
train/cavity/cavity_0215.png,1
train/cavity/cavity_0217.png,1
train/cavity/cavity_0218.png,1
train/cavity/cavity_0220.png,1
train/cavity/cavity_0222.png,1
train/cavity/cavity_0223.png,1
train/cavity/cavity_0224.png,1
train/cavity/cavity_0226.png,1
train/cavity/cavity_0227.png,1
train/cavity/cavity_0228.png,1
train/cavity/cavity_0231.png,1
train/cavity/cavity_0232.png,1
train/cavity/cavity_0233.png,1
train/cavity/cavity_0234.png,1
train/cavity/cavity_0235.png,1
train/cavity/cavity_0236.png,1
train/cavity/cavity_0237.png,1
train/cavity/cavity_0239.png,1
val/normal/normal_0004.png,0
val/normal/normal_0008.png,0
val/normal/normal_0015.png,0
val/normal/normal_0017.png,0
val/normal/normal_0022.png,0
val/normal/normal_0031.png,0
val/normal/normal_0035.png,0
val/normal/normal_0043.png,0
val/normal/normal_0044.png,0
val/normal/normal_0047.png,0
val/normal/normal_0059.png,0
val/normal/normal_0061.png,0
val/normal/normal_0068.png,0
val/normal/normal_0079.png,0
val/normal/normal_0090.png,0
val/normal/normal_0099.png,0
val/normal/normal_0106.png,0
val/normal/normal_0108.png,0
val/normal/normal_0109.png,0
val/normal/normal_0114.png,0
val/normal/normal_0122.png,0
val/normal/normal_0152.png,0
val/normal/normal_0162.png,0
val/normal/normal_0164.png,0
val/normal/normal_0171.png,0
val/normal/normal_0184.png,0
val/normal/normal_0198.png,0
val/normal/normal_0204.png,0
val/normal/normal_0214.png,0
val/normal/normal_0216.png,0
val/normal/normal_0217.png,0
val/normal/normal_0228.png,0
val/normal/normal_0234.png,0
val/normal/normal_0235.png,0
val/normal/normal_0236.png,0
val/normal/normal_0239.png,0
val/cavity/cavity_0022.png,1
val/cavity/cavity_0026.png,1
val/cavity/cavity_0028.png,1
val/cavity/cavity_0034.png,1
val/cavity/cavity_0035.png,1
val/cavity/cavity_0040.png,1
val/cavity/cavity_0046.png,1
val/cavity/cavity_0051.png,1
val/cavity/cavity_0053.png,1
val/cavity/cavity_0065.png,1
val/cavity/cavity_0081.png,1
val/cavity/cavity_0085.png,1
val/cavity/cavity_0092.png,1
val/cavity/cavity_0099.png,1
val/cavity/cavity_0102.png,1
val/cavity/cavity_0113.png,1
val/cavity/cavity_0116.png,1
val/cavity/cavity_0117.png,1
val/cavity/cavity_0121.png,1
val/cavity/cavity_0128.png,1
val/cavity/cavity_0130.png,1
val/cavity/cavity_0135.png,1
val/cavity/cavity_0140.png,1
val/cavity/cavity_0144.png,1
val/cavity/cavity_0153.png,1
val/cavity/cavity_0154.png,1
val/cavity/cavity_0166.png,1
val/cavity/cavity_0177.png,1
val/cavity/cavity_0184.png,1
val/cavity/cavity_0197.png,1
val/cavity/cavity_0202.png,1
val/cavity/cavity_0212.png,1
val/cavity/cavity_0216.png,1
val/cavity/cavity_0219.png,1
val/cavity/cavity_0221.png,1
val/cavity/cavity_0230.png,1
test/normal/normal_0003.png,0
test/normal/normal_0005.png,0
test/normal/normal_0018.png,0
test/normal/normal_0019.png,0
test/normal/normal_0023.png,0
test/normal/normal_0042.png,0
test/normal/normal_0045.png,0
test/normal/normal_0048.png,0
test/normal/normal_0056.png,0
test/normal/normal_0058.png,0
test/normal/normal_0060.png,0
test/normal/normal_0062.png,0
test/normal/normal_0084.png,0
test/normal/normal_0085.png,0
test/normal/normal_0086.png,0
test/normal/normal_0089.png,0
test/normal/normal_0094.png,0
test/normal/normal_0098.png,0
test/normal/normal_0110.png,0
test/normal/normal_0131.png,0
test/normal/normal_0133.png,0
test/normal/normal_0143.png,0
test/normal/normal_0150.png,0
test/normal/normal_0165.png,0
test/normal/normal_0172.png,0
test/normal/normal_0186.png,0
test/normal/normal_0200.png,0
test/normal/normal_0208.png,0
test/normal/normal_0209.png,0
test/normal/normal_0210.png,0
test/normal/normal_0219.png,0
test/normal/normal_0224.png,0
test/normal/normal_0225.png,0
test/normal/normal_0227.png,0
test/normal/normal_0233.png,0
test/normal/normal_0238.png,0
test/cavity/cavity_0006.png,1
test/cavity/cavity_0011.png,1
test/cavity/cavity_0025.png,1
test/cavity/cavity_0029.png,1
test/cavity/cavity_0031.png,1
test/cavity/cavity_0037.png,1
test/cavity/cavity_0039.png,1
test/cavity/cavity_0060.png,1
test/cavity/cavity_0066.png,1
test/cavity/cavity_0071.png,1
test/cavity/cavity_0072.png,1
test/cavity/cavity_0077.png,1
test/cavity/cavity_0080.png,1
test/cavity/cavity_0082.png,1
test/cavity/cavity_0090.png,1
test/cavity/cavity_0093.png,1
test/cavity/cavity_0097.png,1
test/cavity/cavity_0103.png,1
test/cavity/cavity_0115.png,1
test/cavity/cavity_0120.png,1
test/cavity/cavity_0129.png,1
test/cavity/cavity_0131.png,1
test/cavity/cavity_0141.png,1
test/cavity/cavity_0159.png,1
test/cavity/cavity_0162.png,1
test/cavity/cavity_0165.png,1
test/cavity/cavity_0179.png,1
test/cavity/cavity_0180.png,1
test/cavity/cavity_0183.png,1
test/cavity/cavity_0189.png,1
test/cavity/cavity_0190.png,1
test/cavity/cavity_0194.png,1
test/cavity/cavity_0200.png,1
test/cavity/cavity_0225.png,1
test/cavity/cavity_0229.png,1
test/cavity/cavity_0238.png,1
